"id","text","Hello","Done","Connect","Order","Changing","Return","Other","Inform","Request","ID_product","size_product","color_product","material_product","cost_product","amount_product","name_promotion","content_promotion","Id member","phone member","level member","benefit member","feedback","shiping fee","size customer","height customer","weight customer","addr store","phone store","addr member"
"377047","Em chốt đơn hàng cho mình rồi chị nhé .Vì đơn hàng chốt qua tin nhắn nên bên e sẽ không gọi điện lại .Hàng chốt sẽ gói đi hàng liền nên chị tổng bill một lần giúp em .( Lưu ý bên em không ktra hàng trước khi nhận , sau khi nhận hàng có vấn đề liên hệ hotline bên e để giải quyết )","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377048"," chị ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377049","Khách 2: 4aduong 2/4 vinh hải nhtrag nha e","","","","","","","","Khách 2: 4aduong 2/4 vinh hải nhtrag nha e","","","","","","","","","","","","","","","","","","","","","4aduong 2/4 vinh hải nhtrag"
"377050","Dạ còn chị .Mình đặt hàng để lại SĐT và ĐỊA CHỈ để bên em lên đơn cho mình ạ .","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377051","Khách 2: Gũi juo ch bộ này nha e","","","","Khách 2: Gũi juo ch bộ này nha e","","","","","","","","","","","","","","","","","","","","","","","","",""
"377052","Khách 2: Ch k co thjan xem live e, bua ch cug nt trên này ne","","","","","","","Khách 2: Ch k co thjan xem live e, bua ch cug nt trên này ne","","","","","","","","","","","","","","","","","","","","","",""
"377053","Mình có đơn trên live không chị ơi . Trường hợp mình được đọc tên  trên live không chốt trong tin nhắn giúp e nhé chị để tránh trường hợp bị trùng bill ạ .","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377054","Khách 2: Shop oi gũi này ch đi","","","","Khách 2: Shop oi gũi này ch đi","","","","","","","","","","","","","","","","","","","","","","","","",""
"377055","Chào anh/chị Ngân Võ !!!Cảm ơn anh/chị đã liên hệ với Đỗ Hoài Phương Boutique. Hãy gửi cho chúng tôi bất kì câu hỏi nào anh/chị đang thắc mắc nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377056","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377057","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377058","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377059","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377060","Khách 2: Bắt đầu","","","Khách 2: Bắt đầu","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377061","Khách 2: Alo","Khách 2: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377062","Khách 2: Ba mẫu nha e","","","","Khách 2: Ba mẫu nha e","","","","","","","","","","","Ba mẫu ","","","","","","","","","","","","","",""
"377063","Khách 2: 2 mẫu nha e","","","","Khách 2: 2 mẫu nha e","","","","","","","","","","","2 mẫu","","","","","","","","","","","","","",""
"377064","Khách 2: 4a duog 2/4 vinh hai nhtrag, ch mua nhiu mà mấy lân nt k thay gũi","","","","","","","","Khách 2: 4a duog 2/4 vinh hai nhtrag, ch mua nhiu mà mấy lân nt k thay gũi","","","","","","","","","","","","","","","","","","","","","4a duog 2/4 vinh hai nhtrag"
"377065","Khách 2: E gũi ch sét này nha e","","","","Khách 2: E gũi ch sét này nha e","","","","","","","","","","","","","","","","","","","","","","","","",""
"377066","Chào anh/chị Ngân Võ !!!Cảm ơn anh/chị đã liên hệ với Đỗ Hoài Phương Boutique. Hãy gửi cho chúng tôi bất kì câu hỏi nào anh/chị đang thắc mắc nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377067","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377068","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377069","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377070","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377071","Khách 2: Bắt đầu","","","Khách 2: Bắt đầu","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377072","Khách 2: E này còn k gũi ch","","","","","","","","","Khách 2: E này còn k gũi ch","","","","","","Khách 2: E này còn k gũi ch","","","","","","","","","","","","","",""
"377073","Chào anh/chị Ngân Võ !!!Cảm ơn anh/chị đã liên hệ với Đỗ Hoài Phương Boutique. Hãy gửi cho chúng tôi bất kì câu hỏi nào anh/chị đang thắc mắc nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377074","Khách 2: Bắt đầu","","","Khách 2: Bắt đầu","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377075","Khách 2: Gũi ch nha 4a đường 2/4 vinh hai nhtrag","","","","","","","","Khách 2: Gũi ch nha 4a đường 2/4 vinh hai nhtrag","","","","","","","","","","","","","","","","","","","","","4a đường 2/4 vinh hai nhtrag"
"377076","Khách 2: Còn gũi nha","","","","","","","Khách 2: Còn gũi nha","","","","","","","","","","","","","","","","","","","","","",""
"377077","Khách 2: Còn áo chuot micki k e","","","","","","","","","Khách 2: Còn áo chuot micki k e","áo chuot micki ","","","","","Khách 2: Còn áo chuot micki k e","","","","","","","","","","","","","",""
"377078","Chào anh/chị Ngân Võ !!!Cảm ơn anh/chị đã liên hệ với Đỗ Hoài Phương Boutique. Hãy gửi cho chúng tôi bất kì câu hỏi nào anh/chị đang thắc mắc nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377079","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377080","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377081","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377082","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377083","Khách 2: Bắt đầu","","","Khách 2: Bắt đầu","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377084","Khách 2: Gũi ch này nha","","","","Khách 2: Gũi ch này nha","","","","","","","","","","","","","","","","","","","","","","","","",""
"377085","Khách 2: Bắt đầu","","","Khách 2: Bắt đầu","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377086","dạ hết c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377087","Khách 2: Lay ch bộ","","","","Khách 2: Lay ch bộ","","","","","","","","","","","","","","","","","","","","","","","","",""
"377088","Khách 2: Này còn k e","","","","","","","","","Khách 2: Này còn k e","","","","","","Khách 2: Này còn k e","","","","","","","","","","","","","",""
"377089","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377090","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377091","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377092","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377093","Khách 2: Lấy ch cái nay","","","","Khách 2: Lấy ch cái nay","","","","","","","","","","","","","","","","","","","","","","","","",""
"377094","Khách 2: Này còn k e","","","","","","","","","Khách 2: Này còn k e","","","","","","Khách 2: Này còn k e","","","","","","","","","","","","","",""
"377095","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377096","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377097","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377098","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377099","Khách 2: Như đây mà lửng","","","","","","","Khách 2: Như đây mà lửng","","","","","","","","","","","","","","","","","","","","","",""
"377100","Khách 2: Voi bộ đồ thu lửng ss","","","","","","","","Khách 2: Voi bộ đồ thu lửng ss","","bộ đồ thu lửng","","","","","","","","","","","","","","","","","","",""
"377101","Khách 2: Sét còn k e","","","","","","","","","Khách 2: Sét còn k e","","","","","","Khách 2: Sét còn k e","","","","","","","","","","","","","",""
"377102","hết áo c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377103","Khách 2: Còn k e","","","","","","","","","Khách 2: Còn k e","","","","","","Khách 2: Còn k e","","","","","","","","","","","","","",""
"377104","Khách 2: Alo","Khách 2: Alo","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377105","Khách 2: 093517037","","","","","","","","Khách 2: 093517037","","","","","","","","","","","093517037","","","","","","","","","",""
"377106","Khách 2: Áo lưới da voi sét váy này còn k gũi ch nha","","","","","","","","","Khách 2: Áo lưới da voi sét váy này còn k gũi ch nha"," Áo lưới da","","","","","Khách 2: Áo lưới da voi sét váy này còn k gũi ch nha","","","","","","","","","","","","","",""
"377107","Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377108","ốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377109","vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377110","251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377111","dạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377112","Khách 2: Để hoi may đưa lay ch đặt lun","","","","Khách 2: Để hoi may đưa lay ch đặt lun","","","","","","","","","","","","","","","","","","","","","","","","",""
"377113","Khách 2: Ok e","","","","","","","Khách 2: Ok e","","","","","","","","","","","","","","","","","","","","","",""
"377114","lấy thì cho em xin sdt địa chỉ nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"377115","Khách 2: Đợi ch tí","","","","","","","Khách 2: Đợi ch tí","","","","","","","","","","","","","","","","","","","","","",""
"377116","170k nha c","","","","","","","","","","","","","","170k","","","","","","","","","","","","","","",""
"377117","Khách 2: Ch lay 2 cái","","","","Khách 2: Ch lay 2 cái","","","","","","","","","","","2 cái","","","","","","","","","","","","","",""
"377118","Khách 2: Bnhiu e","","","","","","","","","Khách 2: Bnhiu e","","","","","Khách 2: Bnhiu e","","","","","","","","","","","","","","",""
